"","NCBI.Taxon.ID","EntrezGene.ID","EntrezGene.ID.HUMAN"
"6890",10090,57741,"26155"
"6892",10090,70428,"55703"
"6894",10090,217593,"89874"
"6896",10090,66383,"23479"
"6898",10090,17713,"80273"
"6900",10090,14287,"2356"
"6902",10090,78697,"54517"
"6904",10090,108067,"8891"
"6906",10090,100210,"54707"
"6908",10090,66966,"54802"
"6910",10090,68833,"79031"
"6912",10090,226654,"100131187"
"6914",10090,55989,"51602"
"6916",10090,20019,"25885"
"6918",10090,12952,"1407"
"6920",10090,66254,"27292"
"6922",10090,217337,"6730"
"6924",10090,66248,"29880"
"6926",10090,213895,"9790"
"6928",10090,100929,"55253"
"6930",10090,66569,"284161"
"6932",10090,69179,"100526772"
"6934",10090,107045,"51520"
"6936",10090,76582,"51194"
"6938",10090,14885,"2968"
"6940",10090,226539,"55157"
"6942",10090,242864,"222236"
"6944",10090,67067,"140823"
"6946",10090,70120,"51067"
"6948",10090,69237,"23560"
"6950",10090,74195,"55140"
"6952",10090,67292,"5279"
"6954",10090,80743,"64601"
"6956",10090,381314,"55699"
"6958",10090,71832,""
"6959",10090,20017,"84172"
"6961",10090,16418,"3692"
"6963",10090,108664,"51606"
"6965",10090,226591,"261726"
"6967",10090,78797,"27158"
"6969",10090,27366,"10907"
"6971",10090,68479,"84844"
"6973",10090,102339,"25839"
"6975",10090,66413,"9861"
"6977",10090,74111,"9904"
"6979",10090,52858,"10423"
"6981",10090,67873,"84245"
"6983",10090,67877,"51126"
"6985",10090,69833,"5435"
"6987",10090,11604,"181"
"6989",10090,19164,"5663"
"6991",10090,14810,"2902"
"6993",10090,277328,"8989"
"6995",10090,72825,"84315"
"6997",10090,66129,"195827"
"6999",10090,329002,"7776"
"7001",10090,72075,"11054"
"7003",10090,21664,"22822"
"7005",10090,76332,"22796"
"7007",10090,17765,"22823"
"7009",10090,192160,"22794"
"7011",10090,27007,""
"7012",10090,53610,"4841"
"7014",10090,66111,"23423"
"7016",10090,18600,"11240"
"7018",10090,19383,"22913"
"7020",10090,19414,"22821"
"7022",10090,56392,"8036"
"7024",10090,20476,"4990"
"7026",10090,230908,"23435"
"7028",10090,11695,"60529"
"7030",10090,11864,"9915"
"7032",10090,11875,"116969"
"7034",10090,11899,"460"
"7036",10090,11923,"58158"
"7038",10090,11993,"550"
"7040",10090,12014,"60468"
"7042",10090,12022,"56033"
"7044",10090,12028,"581"
"7046",10090,12029,"255877"
"7048",10090,12032,"63827"
"7050",10090,12064,"627"
"7052",10090,19261,"140885"
"7054",10090,12159,"652"
"7056",10090,12211,"57448"
"7058",10090,12259,"712"
"7060",10090,12338,"827"
"7062",10090,12344,"93661"
"7064",10090,12366,"835"
"7066",10090,12391,"859"
"7068",10090,12416,"84733"
"7070",10090,12419,"23468"
"7072",10090,12426,"887"
"7074",10090,12482,"931"
"7076",10090,12507,"921"
"7078",10090,12585,"1039"
"7080",10090,12677,"338917"
"7082",10090,12763,""
"7083",10090,12777,"2826"
"7085",10090,12801,"1268"
"7087",10090,12805,"1272"
"7089",10090,12821,""
"7090",10090,12869,""
"7091",10090,12877,"64506"
"7093",10090,12977,"1435"
"7095",10090,12993,""
"7096",10090,13134,"1602"
"7098",10090,13389,"10683"
"7100",10090,13394,"1748"
"7102",10090,13418,"64215"
"7104",10090,13435,"1788"
"7106",10090,13591,"1879"
"7108",10090,13605,"1894"
"7110",10090,13631,"29904"
"7112",10090,13661,"26298"
"7114",10090,13709,"1997"
"7116",10090,13863,""
"7117",10090,13924,""
"7118",10090,14008,"2116"
"7120",10090,14012,"10205"
"7122",10090,14083,"5747"
"7124",10090,14178,"2252"
"7126",10090,14218,"9644"
"7128",10090,14235,"2305"
"7130",10090,14257,"2324"
"7132",10090,14275,"2348"
"7134",10090,14313,"10468"
"7136",10090,14366,"8322"
"7138",10090,14373,"50486"
"7140",10090,14401,"2561"
"7142",10090,14422,"124872"
"7144",10090,14562,"9573"
"7146",10090,14570,"398"
"7148",10090,14620,"2707"
"7150",10090,14621,"127534"
"7152",10090,14732,"57678"
"7154",10090,14761,"2850"
"7156",10090,14762,"2856"
"7158",10090,14787,"114822"
"7160",10090,14894,"29105"
"7162",10090,14911,"25917"
"7164",10090,14915,"2980"
"7166",10090,15193,"84717"
"7168",10090,15207,"390992"
"7170",10090,15220,"94234"
"7172",10090,15235,"4485"
"7174",10090,15278,"64216"
"7176",10090,15284,"3142"
"7178",10090,15374,"51155"
"7180",10090,15395,"3206"
"7182",10090,15414,"3216"
"7184",10090,15417,"3219"
"7186",10090,15431,"3237"
"7188",10090,15432,"3238"
"7190",10090,15547,"27037"
"7192",10090,16172,"23765"
"7194",10090,16205,"170575"
"7196",10090,16206,"26018"
"7198",10090,16326,"83729"
"7200",10090,16333,""
"7201",10090,16373,"79191"
"7203",10090,68292,"201595"
"7205",10090,16432,"9445"
"7207",10090,16433,"50624"
"7209",10090,16477,"3726"
"7211",10090,16528,"50801"
"7213",10090,16532,"157855"
"7215",10090,16599,"51274"
"7217",10090,16709,""
"7218",10090,16852,"3956"
"7220",10090,16874,"26468"
"7222",10090,16998,"4054"
"7224",10090,17001,"4056"
"7226",10090,17112,"4071"
"7228",10090,17117,"23600"
"7230",10090,17160,"23324"
"7232",10090,17201,"4159"
"7234",10090,17210,"4170"
"7236",10090,17222,"64682"
"7238",10090,17283,"4221"
"7240",10090,17293,"145873"
"7242",10090,17306,"284612"
"7244",10090,17532,"22808"
"7246",10090,17537,"56917"
"7248",10090,17775,"9741"
"7250",10090,17776,"23139"
"7252",10090,17873,"4616"
"7254",10090,17933,"23040"
"7256",10090,17954,"4674"
"7258",10090,17966,"4077"
"7260",10090,17997,"121441"
"7262",10090,18046,"4802"
"7264",10090,26921,"9448"
"7266",10090,18094,"26257"
"7269",10090,18139,"27332"
"7271",10090,18188,"4902"
"7273",10090,18197,"51617"
"7275",10090,18217,"23620"
"7277",10090,18232,"11249"
"7279",10090,18245,"4946"
"7281",10090,18285,"4956"
"7283",10090,18301,"53827"
"7285",10090,18312,"4993"
"7287",10090,18313,"127385"
"7289",10090,18488,"5067"
"7291",10090,18545,"126006"
"7293",10090,18693,"9463"
"7295",10090,18767,"5569"
"7297",10090,18768,"5570"
"7299",10090,18776,""
"7300",10090,18781,"391013"
"7302",10090,18846,"55558"
"7304",10090,18858,"5376"
"7306",10090,18938,"26472"
"7309",10090,19017,"10891"
"7311",10090,19024,"8495"
"7313",10090,19063,"5538"
"7315",10090,19142,"8492"
"7317",10090,19210,"9791"
"7319",10090,19212,"9317"
"7321",10090,19222,"5739"
"7323",10090,19255,"5771"
"7325",10090,19260,"26191"
"7327",10090,19285,"284119"
"7329",10090,19288,"5806"
"7331",10090,19329,"64284"
"7333",10090,19335,"51715"
"7335",10090,19374,"5897"
"7337",10090,19377,"10743"
"7339",10090,19416,"51655"
"7341",10090,19664,"3516"
"7343",10090,19668,"11317"
"7345",10090,19700,"28954"
"7347",10090,19707,"85021"
"7349",10090,19711,"389075"
"7351",10090,19713,"5979"
"7353",10090,20163,"6251"
"7355",10090,20166,"6242"
"7357",10090,20196,"6284"
"7359",10090,20204,"51450"
"7361",10090,20231,"390010"
"7363",10090,20255,"29106"
"7365",10090,20262,"50861"
"7367",10090,20299,"6367"
"7370",10090,20340,"2734"
"7372",10090,20401,"23616"
"7374",10090,20418,"53358"
"7376",10090,20420,"56961"
"7378",10090,20441,"6487"
"7380",10090,20442,"6482"
"7382",10090,20534,"22950"
"7384",10090,20672,"54345"
"7386",10090,20690,""
"7387",10090,20744,"55342"
"7389",10090,20768,"22928"
"7391",10090,20890,"7478"
"7393",10090,20897,"64220"
"7395",10090,20947,"23075"
"7397",10090,20983,"6860"
"7399",10090,21334,"6866"
"7401",10090,21343,"6878"
"7403",10090,21357,"6895"
"7405",10090,21415,"83439"
"7407",10090,21416,"6934"
"7409",10090,21432,"8115"
"7411",10090,21652,"5252"
"7413",10090,21684,"6975"
"7415",10090,21744,"132612"
"7417",10090,21749,"7013"
"7419",10090,21804,"7041"
"7421",10090,21807,"8848"
"7423",10090,21815,"7050"
"7425",10090,21909,"3196"
"7427",10090,22222,"197131"
"7429",10090,26362,"558"
"7431",10090,22262,""
"7432",10090,22289,"7403"
"7434",10090,22318,"6844"
"7436",10090,22323,"7408"
"7438",10090,22326,"11023"
"7440",10090,22330,"7414"
"7442",10090,26459,"10998"
"7444",10090,22360,"140767"
"7446",10090,22364,"29802"
"7448",10090,22702,"132625"
"7450",10090,22715,"346171"
"7452",10090,22722,"55734"
"7454",10090,22724,"51043"
"7456",10090,22761,"161882"
"7458",10090,22789,""
"7459",10090,11470,"10881"
"7461",10090,11488,"4185"
"7463",10090,11538,"23394"
"7465",10090,11610,"57085"
"7467",10090,11628,"57379"
"7469",10090,11698,"258"
"7471",10090,11783,"317"
"7473",10090,11819,"7026"
"7475",10090,11834,"9716"
"7477",10090,11856,"395"
"7479",10090,11876,"9048"
"7481",10090,11922,"63974"
"7483",10090,11924,"63973"
"7485",10090,11937,"487"
"7487",10090,12009,"22994"
"7489",10090,12048,"598"
"7491",10090,12053,"604"
"7493",10090,12070,"27018"
"7495",10090,12125,"10018"
"7497",10090,12154,"27302"
"7499",10090,12180,"150572"
"7501",10090,12301,"27101"
"7503",10090,12316,"259266"
"7505",10090,12339,"23473"
"7507",10090,12633,"8837"
"7509",10090,12364,""
"7510",10090,12370,"841"
"7512",10090,12380,"831"
"7514",10090,12421,"9821"
"7516",10090,12448,"9134"
"7518",10090,12457,"25819"
"7520",10090,12488,"23607"
"7522",10090,12589,"28981"
"7524",10090,12614,"9620"
"7526",10090,12684,"27141"
"7528",10090,12700,"1154"
"7530",10090,12764,"55907"
"7532",10090,12794,"254263"
"7534",10090,12799,"1267"
"7536",10090,12822,"80781"
"7538",10090,12927,"9564"
"7540",10090,12985,"1440"
"7542",10090,13193,"1641"
"7544",10090,13196,"50807"
"7546",10090,13350,"8694"
"7548",10090,13380,"22943"
"7550",10090,13608,"10913"
"7553",10090,19009,"5463"
"7555",10090,13864,"2063"
"7557",10090,209086,"219285"
"7559",10090,14068,"2155"
"7561",10090,14154,"55527"
"7563",10090,14155,"10116"
"7565",10090,14179,"2253"
"7567",10090,14221,"24147"
"7569",10090,14230,"60681"
"7571",10090,14232,"23770"
"7573",10090,14339,"64400"
"7575",10090,14391,"2553"
"7577",10090,14419,"51083"
"7579",10090,14547,"54834"
"7581",10090,14548,"51650"
"7583",10090,14594,""
"7584",10090,14601,"2691"
"7586",10090,14608,"10888"
"7588",10090,14610,"84694"
"7590",10090,14617,"57369"
"7592",10090,14699,"2792"
"7594",10090,14709,"94235"
"7596",10090,14711,"27232"
"7598",10090,13723,"133418"
"7600",10090,14836,"145258"
"7602",10090,14840,"83445"
"7604",10090,14874,"2954"
"7606",10090,14886,"2969"
"7608",10090,14950,"81502"
"7610",10090,100504404,"3122"
"7612",10090,15208,"388585"
"7614",10090,15213,"23462"
"7616",10090,15376,"3170"
"7618",10090,15403,"3203"
"7620",10090,15405,"3205"
"7622",10090,15416,"3218"
"7624",10090,15421,"3228"
"7626",10090,15422,"3229"
"7628",10090,15429,"3231"
"7630",10090,15436,"3233"
"7632",10090,15441,"50809"
"7634",10090,15587,"8692"
"7636",10090,15893,"3382"
"7638",10090,15939,"51278"
"7640",10090,16068,"10068"
"7642",10090,16150,"3551"
"7644",10090,16178,"7850"
"7646",10090,16190,"3566"
"7648",10090,16201,"3609"
"7650",10090,16348,"27130"
"7652",10090,16475,"84962"
"7654",10090,16495,"3743"
"7656",10090,16515,"3768"
"7658",10090,16526,"3776"
"7660",10090,16552,"113220"
"7662",10090,16579,"22920"
"7664",10090,16581,"90990"
"7666",10090,16589,"127933"
"7668",10090,16656,"59269"
"7670",10090,16675,"342574"
"7672",10090,16784,"3920"
"7674",10090,16795,"9215"
"7676",10090,16797,"27040"
"7678",10090,16842,"51176"
"7680",10090,16871,"8022"
"7682",10090,16876,"56956"
"7684",10090,16907,"84823"
"7686",10090,16924,"84708"
"7688",10090,16969,"51341"
"7690",10090,17063,"56667"
"7692",10090,17064,"22918"
"7694",10090,23937,"10586"
"7696",10090,17133,"23764"
"7698",10090,17151,"23582"
"7700",10090,17153,"4118"
"7702",10090,17184,"9782"
"7704",10090,17221,"4179"
"7706",10090,17312,"10462"
"7707",10090,216864,"10462"
"7709",10090,17318,"4281"
"7711",10090,17341,"168620"
"7713",10090,17349,"4291"
"7715",10090,17428,"4335"
"7717",10090,17450,"27136"
"7719",10090,17474,"338339"
"7721",10090,17480,"4352"
"7723",10090,17536,"4212"
"7725",10090,17691,""
"7726",10090,17760,"4135"
"7728",10090,17870,""
"7729",10090,17912,"4430"
"7731",10090,17927,"4654"
"7733",10090,17977,"8648"
"7735",10090,18019,"4773"
"7737",10090,18020,"84901"
"7739",10090,18035,"4792"
"7741",10090,18129,"4853"
"7743",10090,18140,"29128"
"7745",10090,18159,"4880"
"7747",10090,18196,"27065"
"7749",10090,18203,"123803"
"7751",10090,18302,"170392"
"7753",10090,18420,"23440"
"7755",10090,18423,"5013"
"7757",10090,18555,"5127"
"7759",10090,18569,"27250"
"7761",10090,18570,"10016"
"7763",10090,18599,"29943"
"7765",10090,18601,"51702"
"7767",10090,18602,"23569"
"7769",10090,18611,"8682"
"7771",10090,18627,"8864"
"7773",10090,18628,"8863"
"7775",10090,18637,"5202"
"7777",10090,18647,"5218"
"7779",10090,18708,"5295"
"7781",10090,18782,"26279"
"7783",10090,18807,"23646"
"7785",10090,18814,""
"7786",10090,18843,"51297"
"7788",10090,18933,"5396"
"7790",10090,18988,"25833"
"7792",10090,19016,"5468"
"7794",10090,19110,""
"7795",10090,19122,"5621"
"7797",10090,19143,"6768"
"7799",10090,19221,"5738"
"7801",10090,19249,"5783"
"7803",10090,19679,"57605"
"7805",10090,19726,"5991"
"7807",10090,19746,"6006	6007"
"7810",10090,19752,"6035"
"7812",10090,19820,"51132"
"7814",10090,19894,"22895"
"7816",10090,19935,"102724828	6150"
"7819",10090,20182,"6257"
"7821",10090,20198,"6275"
"7823",10090,20200,"6277"
"7825",10090,20273,"6334"
"7827",10090,20292,"6356"
"7829",10090,20360,"10500"
"7831",10090,20416,"6464"
"7833",10090,76884,"26999"
"7835",10090,20445,"55808"
"7837",10090,20447,"256435"
"7839",10090,20448,"27090"
"7841",10090,20469,"6494"
"7843",10090,20671,"64321"
"7845",10090,20680,"83595"
"7847",10090,20681,"30812"
"7849",10090,20686,"53340"
"7851",10090,20687,"6670"
"7853",10090,20728,"121599"
"7855",10090,20731,"27290"
"7857",10090,20733,"10653"
"7859",10090,20811,"6725"
"7861",10090,20834,"148066"
"7863",10090,20848,"6774"
"7865",10090,20873,"10733"
"7867",10090,20913,"252983"
"7869",10090,20962,"50511"
"7871",10090,20970,"9672"
"7873",10090,21380,"6899"
"7875",10090,21384,"6913"
"7877",10090,21387,"9496"
"7879",10090,21428,"6945"
"7881",10090,21429,"7343"
"7883",10090,100041586,"6991"
"7884",10090,100041639,"6991"
"7885",10090,21647,"6991"
"7887",10090,21689,"83659"
"7889",10090,21767,"51368"
"7891",10090,21830,"51298"
"7893",10090,360013,"399687"
"7895",10090,21944,"8742"
"7897",10090,21945,"9191"
"7899",10090,22031,"7187"
"7901",10090,22040,"11277"
"7903",10090,22116,"60385"
"7905",10090,22156,"7286"
"7907",10090,22177,"7305"
"7909",10090,22215,"7337"
"7911",10090,22245,"83549"
"7913",10090,22368,"51393"
"7915",10090,22381,"51186"
"7917",10090,22404,"58525"
"7919",10090,22437,"165904"
"7921",10090,22619,"54414"
"7923",10090,22661,"7707"
"7925",10090,22762,"23414"
"7927",10090,22763,"51663"
"7929",10090,23801,"59344"
"7931",10090,23821,"23621"
"7933",10090,23836,"28316"
"7935",10090,23857,"9988"
"7937",10090,23873,"55179"
"7939",10090,23885,"64395"
"7941",10090,23892,"26585"
"7943",10090,23893,"64388"
"7945",10090,23900,"10870"
"7947",10090,23908,"9653"
"7949",10090,23936,"66004"
"7951",10090,23947,"11043"
"7953",10090,23957,"8431"
"7955",10090,23966,"26011"
"7957",10090,23967,"130497"
"7959",10090,23994,"9802"
"7961",10090,24014,"6041"
"7963",10090,24046,"11280"
"7965",10090,24066,"81848"
"7967",10090,24084,"27285"
"7969",10090,24102,"11219"
"7971",10090,24110,"11274"
"7973",10090,24113,"25806"
"7975",10090,26364,"976"
"7977",10090,26383,"79068"
"7979",10090,26401,"4214"
"7981",10090,26426,"10101"
"7983",10090,26427,"90993"
"7985",10090,26428,"5000"
"7987",10090,26448,"5891"
"7989",10090,26457,"376497"
"7991",10090,26562,"23154"
"7993",10090,26885,"9994"
"7995",10090,26891,"51138"
"7997",10090,26895,"64708"
"7999",10090,26904,"117157"
"8001",10090,26913,"114787"
"8003",10090,26919,"23567"
"8005",10090,54683,"25824"
"8007",10090,26934,"29127"
"8009",10090,110596,"64283"
"8011",10090,26938,"81849"
"8013",10090,26940,"51295"
"8015",10090,26942,"6674"
"8017",10090,26944,"27283"
"8019",10090,26970,"30814"
"8021",10090,26971,"64600"
"8023",10090,26992,"29117"
"8025",10090,27056,"3663"
"8027",10090,17168,"8131"
"8029",10090,170788,"23418"
"8031",10090,67365,"8226"
"8033",10090,192657,"22936"
"8035",10090,212398,"23401"
"8037",10090,30947,"23536"
"8039",10090,54167,"29851"
"8041",10090,72169,"23650"
"8043",10090,68703,"473"
"8045",10090,56792,"26228"
"8047",10090,67937,"25789"
"8049",10090,74277,"26511"
"8051",10090,217737,"10598"
"8053",10090,72119,"22974"
"8055",10090,80794,"23624"
"8057",10090,105278,"23552"
"8059",10090,56699,"23580"
"8061",10090,66917,"26973"
"8063",10090,68379,"25792"
"8065",10090,207704,"85865"
"8067",10090,56173,"23562"
"8069",10090,239931,"26285"
"8071",10090,54420,"9073"
"8073",10090,93689,"25802"
"8075",10090,69219,"23576"
"8077",10090,18130,"26512"
"8079",10090,68922,"27019"
"8081",10090,65086,"23566"
"8083",10090,72205,"24139"
"8085",10090,13821,"2036"
"8087",10090,50789,"26224"
"8089",10090,269514,"26235"
"8091",10090,242960,"26234"
"8093",10090,30840,"26233"
"8095",10090,30050,"26190"
"8097",10090,230904,"26232"
"8099",10090,57443,"26273"
"8101",10090,106052,"26272"
"8103",10090,67141,"26271"
"8105",10090,69754,"25793"
"8107",10090,50753,"26269"
"8109",10090,64290,"27023"
"8111",10090,14233,"2299"
"8113",10090,14356,"26515"
"8115",10090,29809,"9910"
"8117",10090,269252,"9329"
"8119",10090,107766,"23498"
"8121",10090,319480,"22801"
"8123",10090,269181,"11320"
"8125",10090,76055,"10724"
"8127",10090,70603,"4595"
"8129",10090,107999,"8225"
"8131",10090,76952,"22978"
"8133",10090,56353,"23429"
"8134",10090,628746,"23429"
"8136",10090,235623,"22937"
"8138",10090,75387,"23409"
"8140",10090,50934,"23428"
"8142",10090,83553,"8277"
"8144",10090,232784,"7988"
"8146",10090,73389,"26959"
"8148",10090,76161,"24141"
"8150",10090,319953,"25809"
"8152",10090,279766,"25807"
"8154",10090,56323,"25822"
"8156",10090,66240,"23630"
"8158",10090,240444,"26251"
"8160",10090,380728,"23415"
"8162",10090,78618,"23527"
"8164",10090,170829,"9697"
"8166",10090,50868,"9817"
"8168",10090,50791,"9863"
"8170",10090,72393,"23017"
"8172",10090,16588,"22944"
"8174",10090,106957,"25800"
"8176",10090,192654,"23659"
"8178",10090,60597,"23542"
"8180",10090,67468,"23531"
"8182",10090,64833,"23597"
"8183",10090,56360,"23597"
"8185",10090,269831,"23554"
"8187",10090,232670,"340348"
"8189",10090,68010,"25805"
"8191",10090,27275,"26747"
"8193",10090,71538,"26268"
"8195",10090,258645,"26476"
"8197",10090,404316,"8383"
"8198",10090,258706,"8383"
"8200",10090,50793,"23595"
"8202",10090,67515,"23548"
"8204",10090,20409,"26578"
"8206",10090,229004,"26205"
"8208",10090,56312,"26471"
"8210",10090,30051,"25803"
"8212",10090,27280,"23612"
"8214",10090,76932,"23647"
"8216",10090,72843,"11108"
"8218",10090,111368,"23627"
"8219",10090,26434,"23627"
"8221",10090,233878,"26470"
"8223",10090,70536,"25797"
"8225",10090,623474,"25788"
"8228",10090,56533,"26575"
"8230",10090,109263,"6018"
"8232",10090,320119,"26750"
"8234",10090,67815,"23541"
"8236",10090,317717,"26984"
"8238",10090,20349,"9723"
"8240",10090,433700,"26206"
"8242",10090,20615,"23557"
"8244",10090,50525,"9576"
"8246",10090,70358,"26872"
"8248",10090,58867,"23546"
"8250",10090,27368,"26608"
"8252",10090,215632,"23550"
"8254",10090,30057,"26521"
"8256",10090,28113,"26277"
"8258",10090,22377,"23559"
"8260",10090,22780,"22806"
"8262",10090,226442,"23528"
"8264",10090,15366,"3161"
"8266",10090,20683,"6667"
"8268",10090,219181,"11215"
"8270",10090,110532,"104"
"8272",10090,18231,"30010"
"8274",10090,20451,"51046"
"8276",10090,12803,"1270"
"8278",10090,107765,"27063"
"8280",10090,15467,"27102"
"8282",10090,399558,"23768"
"8284",10090,73830,"27335"
"8286",10090,14000,"29102"
"8288",10090,67569,"25834"
"8290",10090,56708,"23529"
"8292",10090,56488,"29107"
"8294",10090,23845,"23601"
"8296",10090,50781,"27122"
"8298",10090,27418,"4289"
"8300",10090,210135,"7733"
"8302",10090,66824,"29108"
"8304",10090,57230,"29115"
"8306",10090,218203,"29116"
"8308",10090,30959,"29118"
"8310",10090,235631,"29122"
"8312",10090,30052,"27344"
"8314",10090,74637,"23729"
"8316",10090,234836,"27189"
"8318",10090,71436,"23767"
"8320",10090,108645,"27430"
"8322",10090,109095,"29890"
"8324",10090,68948,"29902"
"8326",10090,225742,"29906"
"8328",10090,170833,"29911"
"8330",10090,71707,"29914"
"8332",10090,67933,"29915"
"8334",10090,231834,"29886"
"8336",10090,76482,"29919"
"8338",10090,170736,"29780"
"8340",10090,69051,"29920"
"8342",10090,171567,"29922"
"8344",10090,69573,"29923"
"8346",10090,69080,"29926"
"8348",10090,93872,"29930"
"8350",10090,69714,"29844"
"8352",10090,56696,"29933"
"8354",10090,55988,"29934"
"8356",10090,66208,"29937"
"8358",10090,57765,"30009"
"8360",10090,212898,"29940"
"8362",10090,50874,"29765"
"8364",10090,76477,"26577"
"8366",10090,245468,"29944"
"8368",10090,99152,"29882"
"8370",10090,170742,"29946"
"8372",10090,54427,"29947"
"8374",10090,27801,"29801"
"8376",10090,55942,"29950"
"8378",10090,74129,"29958"
"8380",10090,192292,"29959"
"8382",10090,30940,"29761"
"8384",10090,97387,"29888"
"8386",10090,212999,"30000"
"8388",10090,56461,"30818"
"8390",10090,19434,"30062"
"8392",10090,50884,"10787"
"8394",10090,239393,"29967"
"8396",10090,231805,"29992"
"8398",10090,53902,"11123"
"8400",10090,66592,"30968"
"8402",10090,50935,"30815"
"8404",10090,67027,"23609"
"8406",10090,116848,"11176"
"8408",10090,407823,"29994"
"8410",10090,12049,"10017"
"8412",10090,13506,"1824"
"8414",10090,13824,"64097"
"8416",10090,14788,"27239"
"8418",10090,14789,"10536"
"8420",10090,14790,"113246"
"8422",10090,14793,"83461"
"8424",10090,14794,"84727"
"8426",10090,15199,"50865"
"8428",10090,15423,"3221"
"8430",10090,15438,"3235"
"8432",10090,16706,"8844"
"8434",10090,16834,"9382"
"8436",10090,17123,""
"8437",10090,17190,"4152"
"8439",10090,17687,"4439"
"8441",10090,18119,"4838"
"8443",10090,436002,""
"8444",10090,259159,""
"8445",10090,18419,"340990"
"8447",10090,18999,"5460"
"8449",10090,19259,"84867"
"8451",10090,20351,"64218"
"8453",10090,20352,"10509"
"8455",10090,20357,"54437"
"8457",10090,20359,"10501"
"8459",10090,20616,"9892"
"8461",10090,20931,"6835"
"8463",10090,21463,"6954"
"8465",10090,21645,"202500"
"8467",10090,22221,"7342"
"8469",10090,26382,"221472"
"8471",10090,26560,"254950"
"8473",10090,27078,"27077"
"8475",10090,27206,"203447"
"8477",10090,27215,"64343"
"8479",10090,27217,"83881"
"8481",10090,27219,"10110"
"8483",10090,27260,"26499"
"8485",10090,27261,"79930"
"8487",10090,27276,"58473"
"8489",10090,27278,"116449"
"8491",10090,27279,"51330"
"8493",10090,27281,"57110"
"8495",10090,27355,"27143"
"8497",10090,27359,"94121"
"8499",10090,27361,"51734"
"8501",10090,27369,"1716"
"8503",10090,27375,"27134"
"8505",10090,27385,"54551"
"8507",10090,27386,"64067"
"8509",10090,27388,"81490"
"8511",10090,27426,"51172"
"8513",10090,13169,"28988"
"8515",10090,14423,"2589"
"8517",10090,18798,"5332"
"8519",10090,26912,"23464"
"8521",10090,29805,"741"
"8523",10090,29806,"8994"
"8525",10090,29813,"25946"
"8527",10090,29818,"27129"
"8529",10090,29820,"55504"
"8531",10090,29856,"6525"
"8533",10090,29865,"56344"
"8535",10090,29866,"51475"
"8537",10090,29870,"51512"
"8539",10090,29876,"25932"
"8541",10090,30045,"56521"
"8543",10090,30046,"23036"
"8545",10090,56198,"26508"
"8547",10090,30839,"54461"
"8549",10090,30878,"8862"
"8551",10090,30924,"27329"
"8553",10090,30927,"333929"
"8555",10090,30945,"25897"
"8558",10090,51793,"23564"
"8560",10090,64340,"9785"
"8562",10090,71834,"23099"
"8564",10090,54638,"28952"
"8566",10090,20371,"50943"
"8568",10090,58239,"28955"
"8570",10090,83409,"28956"
"8572",10090,66230,"28957"
"8574",10090,65963,"28959"
"8576",10090,99167,"117178"
"8578",10090,66403,"25842"
"8580",10090,69226,"28966"
"8582",10090,66912,"28969"
"8584",10090,70984,"28970"
"8586",10090,68942,"25978"
"8588",10090,65107,"26020"
"8590",10090,101966,"28974"
"8592",10090,229211,"28976"
"8594",10090,66154,"51522"
"8596",10090,18295,"4969"
"8598",10090,243084,"28983"
"8600",10090,66214,"28984"
"8602",10090,75625,"28986"
"8604",10090,66398,"28991"
"8606",10090,107227,"28992"
"8608",10090,66277,"28999"
"8610",10090,100336,"5511"
"8612",10090,83925,"7227"
"8614",10090,54380,"50485"
"8616",10090,60533,"29126"
"8618",10090,70612,"29058"
"8620",10090,101240,"29062"
"8622",10090,106205,"29066"
"8624",10090,67681,"29074"
"8626",10090,67381,"29079"
"8628",10090,75422,"29081"
"8630",10090,56724,"9419"
"8632",10090,75454,"29085"
"8634",10090,68251,"29086"
"8636",10090,77862,"29087"
"8638",10090,217517,"29091"
"8640",10090,216551,"29094"
"8642",10090,76501,"29099"
"8644",10090,217837,"3705"
"8647",10090,240332,"6534"
"8649",10090,100169864,"8266"
"8650",10090,27643,"8266"
"8652",10090,330119,"9508"
"8654",10090,216725,"9509"
"8656",10090,216395,"10329"
"8658",10090,170779,""
"8659",10090,320558,"10388"
"8661",10090,106759,"148022"
"8663",10090,56372,"10944"
"8665",10090,244486,"11086"
"8667",10090,331461,"11141"
"8669",10090,235130,"170689"
"8671",10090,103534,"11282"
"8673",10090,56177,"10439"
"8675",10090,67959,"22827"
"8677",10090,56541,"22927"
"8679",10090,67733,"23421"
"8681",10090,100121,"23424"
"8683",10090,494448,"23466"
"8685",10090,73340,"23467"
"8687",10090,72265,"23471"
"8689",10090,66071,"23474"
"8691",10090,67375,"23475"
"8693",10090,66286,"90701"
"8695",10090,320207,"23533"
"8697",10090,75141,"23551"
"8699",10090,71726,"23583"
"8701",10090,57276,"23584"
"8703",10090,69554,"23588"
"8705",10090,52502,"23589"
"8707",10090,380664,"23592"
"8709",10090,56016,"23593"
"8711",10090,56452,"23594"
"8713",10090,56218,"23598"
"8715",10090,17872,"23645"
"8717",10090,66106,"23676"
"8719",10090,54725,"23705"
"8721",10090,66053,"23759"
"8723",10090,56428,"23788"
"8725",10090,60363,"24146"
"8727",10090,243834,"25799"
"8729",10090,106869,"25816"
"8731",10090,269120,"26254"
"8734",10090,80888,"26353"
"8736",10090,70186,"26355"
"8738",10090,54194,"26993"
